"maling_files_link","Måling","N","omraade","valg","parti","prosent","mandat","stemmer","Dato","total_mandat_fylke"
"?cmd=Maling&gallupid=1250","Respons / Adressa - 13/8-2011",810,"Trondheim","Kommunestyrevalg","MDG",0,0,0,2011-08-13,68
"?cmd=Maling&gallupid=1251","Respons / Adressa / Namdalsav - 13/8-2011",800,"Nord-Trøndelag","Fylkestingsvalg","MDG",0,0,0,2011-08-13,35
"?cmd=Maling&gallupid=1252","Respons / Adressa - 13/8-2011",800,"Sør-Trøndelag","Fylkestingsvalg","MDG",0,0,0,2011-08-13,37
"?cmd=Maling&gallupid=1253","TNS / BA - 13/8-2011",600,"Bergen","Kommunestyrevalg","MDG",0,0,0,2011-08-13,66
"?cmd=Maling&gallupid=1254","Sentio / MA - 13/8-2011",450,"Moss","Kommunestyrevalg","MDG",0,0,0,2011-08-13,39
"?cmd=Maling&gallupid=1255","Sentio / FB - 13/8-2011",500,"Fredrikstad","Kommunestyrevalg","MDG",0,0,0,2011-08-13,53
"?cmd=Maling&gallupid=1256","Sentio / SMP - 13/8-2011",NA,"Ålesund","Kommunestyrevalg","MDG",0,0,NA,2011-08-13,49
"?cmd=Maling&gallupid=1257","TNS / TA / NRK - 13/8-2011",NA,"Telemark","Fylkestingsvalg","MDG",0,0,NA,2011-08-13,41
"?cmd=Maling&gallupid=1258","Sentio / T-A - 13/8-2011",500,"Nord-Trøndelag","Fylkestingsvalg","MDG",0,0,0,2011-08-13,35
"?cmd=Maling&gallupid=1259","InFact / Agderp - 13/8-2011",NA,"Aust-Agder","Kommunestyrevalg","MDG",0,0,NA,2011-08-13,0
"?cmd=Maling&gallupid=1260","Sentio / HA - 13/8-2011",400,"Hamar","Kommunestyrevalg","MDG",0,0,0,2011-08-13,39
"?cmd=Maling&gallupid=1261","TNS / TA - 18/11-2010",NA,"Telemark","Fylkestingsvalg","MDG",0,0,NA,2010-11-18,41
"?cmd=Maling&gallupid=1262","Sentio / KK - 13/8-2011",500,"Trondheim","Kommunestyrevalg","MDG",0,0,0,2011-08-13,67
"?cmd=Maling&gallupid=1264","Sentio / TB - 13/8-2011",600,"Vestfold","Fylkestingsvalg","MDG",0,0,0,2011-08-13,39
"?cmd=Maling&gallupid=1265","TNS / BA - 14/8-2011",600,"Bergen","Stortingsvalg","MDG",0,0,0,2011-08-14,0
"?cmd=Maling&gallupid=1266","Respons / Adressa - 15/8-2011",804,"Møre og Romsdal","Fylkestingsvalg","MDG",0,0,0,2011-08-15,47
"?cmd=Maling&gallupid=1267","Sentio / TK - 15/8-2011",400,"Kristiansund","Kommunestyrevalg","MDG",0,0,0,2011-08-15,45
"?cmd=Maling&gallupid=1268","TNS / TV2 - 15/8-2011",985,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-08-15,10952
"?cmd=Maling&gallupid=1269","Sentio / SMP / TK / RB / NRK - 16/8-2011",600,"Møre og Romsdal","Fylkestingsvalg","MDG",0,0,0,2011-08-16,47
"?cmd=Maling&gallupid=1270","Norfakta / FF - 16/8-2011",300,"Ørland","Kommunestyrevalg","MDG",0,0,0,2011-08-16,25
"?cmd=Maling&gallupid=1271","Respons / BT - 16/8-2011",627,"Os (Hord.)","Kommunestyrevalg","MDG",0,0,0,2011-08-16,35
"?cmd=Maling&gallupid=1272","Sentio / HA - 16/8-2011",400,"Hedmark","Fylkestingsvalg","MDG",0,0,0,2011-08-16,33
"?cmd=Maling&gallupid=1273","Respons / Aftenp. - 16/8-2011",800,"Oslo","Kommunestyrevalg","MDG",0,0,0,2011-08-16,59
"?cmd=Maling&gallupid=1274","Opinion / ANB - 18/8-2011",1000,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-08-18,169
"?cmd=Maling&gallupid=1275","Norfakta / Grannar - 18/8-2011",NA,"Vindafjord","Kommunestyrevalg","MDG",0,0,NA,2011-08-18,25
"?cmd=Maling&gallupid=1276","Norfakta / FF - 18/8-2011",500,"Rissa","Kommunestyrevalg","MDG",0,0,0,2011-08-18,23
"?cmd=Maling&gallupid=1277","Norfakta / Marst - 18/8-2011",350,"Austevoll","Kommunestyrevalg","MDG",0,0,0,2011-08-18,21
"?cmd=Maling&gallupid=1278","Norfakta / RHA - 18/8-2011",NA,"Røyken","Kommunestyrevalg","MDG",0,0,NA,2011-08-18,27
"?cmd=Maling&gallupid=1279","Sentio / DN - 18/8-2011",1000,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-08-18,169
"?cmd=Maling&gallupid=1280","Norfakta / Sunnhordland - 18/8-2011",500,"Kvinnherad","Kommunestyrevalg","MDG",0,0,0,2011-08-18,35
"?cmd=Maling&gallupid=1281","Respons / Fevennen - 18/8-2011",801,"Vest-Agder","Fylkestingsvalg","MDG",0,0,0,2011-08-18,35
"?cmd=Maling&gallupid=1282","Respons / Fevennen - 18/8-2011",800,"Aust-Agder","Fylkestingsvalg","MDG",0,0,0,2011-08-18,35
"?cmd=Maling&gallupid=1283","Norfakta / Frp - 15/6-2011",400,"Austevoll","Kommunestyrevalg","MDG",0,0,0,2011-06-15,21
"?cmd=Maling&gallupid=1284","Respons / Finnmarken / FD / A-pressen - 19/8-2011",601,"Finnmark","Fylkestingsvalg","MDG",0,0,0,2011-08-19,35
"?cmd=Maling&gallupid=1285","TNS / BA - 19/8-2011",600,"Bergen","Kommunestyrevalg","MDG",0,0,0,2011-08-19,67
"?cmd=Maling&gallupid=1286","Respons / BT / AV - 19/8-2011",603,"Askøy","Kommunestyrevalg","MDG",0,0,0,2011-08-19,35
"?cmd=Maling&gallupid=1287","Respons / AN / Frem. / HA / LP / RB - 19/8-2011",600,"Nordland","Fylkestingsvalg","MDG",0,0,0,2011-08-19,53
"?cmd=Maling&gallupid=1288","Norfakta / FF - 19/8-2011",200,"Åfjord","Kommunestyrevalg","MDG",0,0,0,2011-08-19,21
"?cmd=Maling&gallupid=1289","MI / GD - 19/8-2011",600,"Oppland","Fylkestingsvalg","MDG",0,0,0,2011-08-19,37
"?cmd=Maling&gallupid=1290","Respons / Nordlys / A-pressen - 19/8-2011",NA,"Troms","Fylkestingsvalg","MDG",0,0,NA,2011-08-19,37
"?cmd=Maling&gallupid=1291","Norfakta / HA - 19/8-2011",600,"Haugesund","Kommunestyrevalg","MDG",0,0,0,2011-08-19,49
"?cmd=Maling&gallupid=1292","Norfakta / ØP - 19/8-2011",NA,"Larvik","Kommunestyrevalg","MDG",0,0,NA,2011-08-19,35
"?cmd=Maling&gallupid=1293","Respons / Fevennen - 19/8-2011",801,"Kristiansand","Kommunestyrevalg","MDG",0,0,0,2011-08-19,53
"?cmd=Maling&gallupid=1294","InFact / FA - 19/8-2011",194,"Lyngdal","Kommunestyrevalg","MDG",0,0,0,2011-08-19,29
"?cmd=Maling&gallupid=1295","TNS / BA - 19/8-2011",600,"Bergen","Stortingsvalg","MDG",0,0,0,2011-08-19,0
"?cmd=Maling&gallupid=1296","Respons / BT / Strilen - 20/8-2011",603,"Lindås","Kommunestyrevalg","MDG",0,0,0,2011-08-20,31
"?cmd=Maling&gallupid=1297","Norfakta / TF - 20/8-2011",500,"Lenvik","Kommunestyrevalg","MDG",0,0,0,2011-08-20,31
"?cmd=Maling&gallupid=1298","Norfakta / HA - 20/8-2011",600,"Karmøy","Kommunestyrevalg","MDG",0,0,0,2011-08-20,45
"?cmd=Maling&gallupid=1299","InFact / VG - 20/8-2011",2047,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-08-20,10952
"?cmd=Maling&gallupid=1300","InFact / Høyre - 20/8-2011",1017,"Oslo","Kommunestyrevalg","MDG",0,0,0,2011-08-20,59
"?cmd=Maling&gallupid=1301","TNS / TA / NRK - 22/8-2011",NA,"Telemark","Fylkestingsvalg","MDG",0,0,NA,2011-08-22,41
"?cmd=Maling&gallupid=1302","Respons / BT - 22/8-2011",600,"Bergen","Kommunestyrevalg","MDG",0,0,0,2011-08-22,67
"?cmd=Maling&gallupid=1303","Norfakta / Grannar - 22/8-2011",350,"Etne","Kommunestyrevalg","MDG",0,0,0,2011-08-22,21
"?cmd=Maling&gallupid=1304","Norfakta / RHA - 22/8-2011",NA,"Hurum","Kommunestyrevalg","MDG",0,0,NA,2011-08-22,29
"?cmd=Maling&gallupid=1305","InFact / NRK - 22/8-2011",1437,"Finnmark","Kommunestyrevalg","MDG",0,0,0,2011-08-22,0
"?cmd=Maling&gallupid=1306","InFact / NRK - 22/8-2011",1437,"Troms","Kommunestyrevalg","MDG",0,0,0,2011-08-22,0
"?cmd=Maling&gallupid=1307","TNS / TV2 - 22/8-2011",983,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-08-22,10952
"?cmd=Maling&gallupid=1308","Ipsos / Dagbladet - 23/8-2011",974,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-08-23,10952
"?cmd=Maling&gallupid=1309","SMI / SB - 23/8-2011",400,"Sandefjord","Kommunestyrevalg","MDG",0,0,0,2011-08-23,39
"?cmd=Maling&gallupid=1310","Norfakta / FF - 23/8-2011",180,"Roan","Kommunestyrevalg","MDG",0,0,0,2011-08-23,17
"?cmd=Maling&gallupid=1311","InFact / FA - 22/8-2011",194,"Farsund","Kommunestyrevalg","MDG",0,0,0,2011-08-22,29
"?cmd=Maling&gallupid=1312","Norfakta / Saltenp - 23/8-2011",NA,"Fauske","Kommunestyrevalg","MDG",0,0,NA,2011-08-23,31
"?cmd=Maling&gallupid=1313","Norfakta / BA - 24/8-2011",500,"Brønnøy","Kommunestyrevalg","MDG",0,0,0,2011-08-24,27
"?cmd=Maling&gallupid=1314","Sentio / Østl. - 24/8-2011",350,"Elverum","Kommunestyrevalg","MDG",0,0,0,2011-08-24,35
"?cmd=Maling&gallupid=1315","Sentio / Østl. - 24/8-2011",350,"Tynset","Kommunestyrevalg","MDG",0,0,0,2011-08-24,27
"?cmd=Maling&gallupid=1316","Sentio / OA - 24/8-2011",NA,"Gjøvik","Kommunestyrevalg","MDG",0,0,NA,2011-08-24,45
"?cmd=Maling&gallupid=1317","InFact / VG - 24/8-2011",2020,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-08-24,10952
"?cmd=Maling&gallupid=1318","InFact / NRK - 24/8-2011",1012,"Nordland","Fylkestingsvalg","MDG",0,0,0,2011-08-24,53
"?cmd=Maling&gallupid=1319","Sentio / T-A - 24/8-2011",400,"Steinkjer","Kommunestyrevalg","MDG",0,0,0,2011-08-24,48
"?cmd=Maling&gallupid=1320","Norfakta / Gaula - 24/8-2011",NA,"Melhus","Kommunestyrevalg","MDG",0,0,NA,2011-08-24,37
"?cmd=Maling&gallupid=1321","SMI / Budstikka - 24/8-2011",500,"Asker","Kommunestyrevalg","MDG",0,0,0,2011-08-24,47
"?cmd=Maling&gallupid=1322","SMI / Budstikka - 24/8-2011",500,"Bærum","Kommunestyrevalg","MDG",0,0,0,2011-08-24,51
"?cmd=Maling&gallupid=1323","InFact / DT - 24/8-2011",516,"Eigersund","Kommunestyrevalg","MDG",0,0,0,2011-08-24,31
"?cmd=Maling&gallupid=1324","Norstat / NRK - 24/8-2011",999,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-08-24,10952
"?cmd=Maling&gallupid=1325","Norfakta / EA - 25/8-2011",500,"Enebakk","Kommunestyrevalg","MDG",0,0,0,2011-08-25,27
"?cmd=Maling&gallupid=1326","Norfakta / Frostingen - 25/8-2011",200,"Frosta","Kommunestyrevalg","MDG",0,0,0,2011-08-25,17
"?cmd=Maling&gallupid=1327","Respons / Finnm - 25/8-2011",NA,"Sør-Varanger","Kommunestyrevalg","MDG",0,0,NA,2011-08-25,25
"?cmd=Maling&gallupid=1328","Respons / Fremov - 25/8-2011",500,"Narvik","Kommunestyrevalg","MDG",0,0,0,2011-08-25,42
"?cmd=Maling&gallupid=1329","Norfakta / VA - 25/8-2011",NA,"Vestby","Kommunestyrevalg","MDG",0,0,NA,2011-08-25,35
"?cmd=Maling&gallupid=1330","TNS / BA - 25/8-2011",600,"Bergen","Kommunestyrevalg","MDG",0,0,0,2011-08-25,67
"?cmd=Maling&gallupid=1331","Norstat / VL - 25/8-2011",1000,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-08-25,169
"?cmd=Maling&gallupid=1332","Sentio / Hallingd - 25/8-2011",400,"Hol","Kommunestyrevalg","MDG",0,0,0,2011-08-25,21
"?cmd=Maling&gallupid=1333","Sentio / T-A - 25/8-2011",400,"Levanger","Kommunestyrevalg","MDG",0,0,0,2011-08-25,35
"?cmd=Maling&gallupid=1334","Norfakta / BA - 25/8-2011",191,"Vega","Kommunestyrevalg","MDG",0,0,0,2011-08-25,15
"?cmd=Maling&gallupid=1335","InFact / RB - 25/8-2011",519,"Sørum","Kommunestyrevalg","MDG",0,0,0,2011-08-25,31
"?cmd=Maling&gallupid=1336","InFact / VG - 25/8-2011",NA,"Trondheim","Kommunestyrevalg","MDG",0,0,NA,2011-08-25,67
"?cmd=Maling&gallupid=1337","Norfakta / Saltenp - 25/8-2011",300,"Saltdal","Kommunestyrevalg","MDG",0,0,0,2011-08-25,27
"?cmd=Maling&gallupid=1338","TNS / BA - 25/8-2011",600,"Bergen","Stortingsvalg","MDG",0,0,0,2011-08-25,0
"?cmd=Maling&gallupid=1339","Respons / Aftenp - 26/8-2011",1001,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-08-26,10952
"?cmd=Maling&gallupid=1340","InFact / RB - 26/8-2011",500,"Nes (Ak.)","Kommunestyrevalg","MDG",0,0,0,2011-08-26,35
"?cmd=Maling&gallupid=1341","Norfakta / BA - 26/8-2011",250,"Sømna","Kommunestyrevalg","MDG",0,0,0,2011-08-26,17
"?cmd=Maling&gallupid=1342","Sentio / OA - 26/8-2011",400,"Gran","Kommunestyrevalg","MDG",0,0,0,2011-08-26,27
"?cmd=Maling&gallupid=1343","Respons / Adressa - 26/8-2011",808,"Trondheim","Kommunestyrevalg","MDG",0,0,0,2011-08-26,67
"?cmd=Maling&gallupid=1344","Norfakta / FF - 26/8-2011",300,"Bjugn","Kommunestyrevalg","MDG",0,0,0,2011-08-26,29
"?cmd=Maling&gallupid=1345","Respons / BT / NRK - 26/8-2011",802,"Sogn og Fjordane","Fylkestingsvalg","MDG",0,0,0,2011-08-26,39
"?cmd=Maling&gallupid=1346","Norfakta / Varingen - 26/8-2011",600,"Nittedal","Kommunestyrevalg","MDG",0,0,0,2011-08-26,29
"?cmd=Maling&gallupid=1347","Norfakta / GD - 26/8-2011",500,"Gjesdal","Kommunestyrevalg","MDG",0,0,0,2011-08-26,27
"?cmd=Maling&gallupid=1348","Sentio / T-A - 26/8-2011",400,"Verdal","Kommunestyrevalg","MDG",0,0,0,2011-08-26,35
"?cmd=Maling&gallupid=1349","Norfakta / LLA - 26/8-2011",1000,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-08-26,10952
"?cmd=Maling&gallupid=1350","Norfakta / Sunnhordland - 25/8-2011",250,"Tysnes","Kommunestyrevalg","MDG",0,0,0,2011-08-25,21
"?cmd=Maling&gallupid=1351","Ipsos / Dagbladet - 27/8-2011",956,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-08-27,169
"?cmd=Maling&gallupid=1352","Respons / Adressa / Namdalsav - 27/8-2011",800,"Nord-Trøndelag","Fylkestingsvalg","MDG",0,0,0,2011-08-27,35
"?cmd=Maling&gallupid=1353","Respons / Adressa - 27/8-2011",807,"Sør-Trøndelag","Fylkestingsvalg","MDG",0,0,0,2011-08-27,37
"?cmd=Maling&gallupid=1354","Sentio / T-A - 27/8-2011",400,"Stjørdal","Kommunestyrevalg","MDG",0,0,0,2011-08-27,41
"?cmd=Maling&gallupid=1355","Respons / Aftenbladet - 27/8-2011",801,"Stavanger","Kommunestyrevalg","MDG",0,0,0,2011-08-27,67
"?cmd=Maling&gallupid=1356","Respons / Aftenbladet - 27/8-2011",600,"Sandnes","Kommunestyrevalg","MDG",0,0,0,2011-08-27,49
"?cmd=Maling&gallupid=1357","Sentio / Hallingd - 27/8-2011",300,"Hemsedal","Kommunestyrevalg","MDG",0,0,0,2011-08-27,17
"?cmd=Maling&gallupid=1358","Sentio / Hallingd - 27/8-2011",300,"Gol","Kommunestyrevalg","MDG",0,0,0,2011-08-27,21
"?cmd=Maling&gallupid=1359","Ipsos / Dagbladet - 27/8-2011",956,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-08-27,10952
"?cmd=Maling&gallupid=1360","SMI / Gjeng. - 27/8-2011",402,"Horten","Kommunestyrevalg","MDG",0,0,0,2011-08-27,41
"?cmd=Maling&gallupid=1361","Norfakta / Saltenp - 27/8-2011",150,"Sørfold","Kommunestyrevalg","MDG",0,0,0,2011-08-27,21
"?cmd=Maling&gallupid=1362","Norfakta / F-L - 26/8-2011",400,"Røros","Kommunestyrevalg","MDG",0,0,0,2011-08-26,27
"?cmd=Maling&gallupid=1363","Respons / Aftenp - 13/8-2011",1004,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-08-13,169
"?cmd=Maling&gallupid=1364","TNS / BA - 28/8-2011",600,"Bergen","Kommunestyrevalg","MDG",0,0,0,2011-08-28,67
"?cmd=Maling&gallupid=1365","TNS / BA - 28/8-2011",600,"Bergen","Stortingsvalg","MDG",0,0,0,2011-08-28,0
"?cmd=Maling&gallupid=1366","Sentio / OA - 29/8-2011",NA,"Vestre Toten","Kommunestyrevalg","MDG",0,0,NA,2011-08-29,31
"?cmd=Maling&gallupid=1367","TNS / TA / NRK - 29/8-2011",600,"Telemark","Fylkestingsvalg","MDG",0,0,0,2011-08-29,41
"?cmd=Maling&gallupid=1368","Norfakta / Sunnhordland - 29/8-2011",500,"Bømlo","Kommunestyrevalg","MDG",0,0,0,2011-08-29,27
"?cmd=Maling&gallupid=1369","Respons / SA/HA - 29/8-2011",801,"Rogaland","Fylkestingsvalg","MDG",0,0,0,2011-08-29,47
"?cmd=Maling&gallupid=1370","Sentio / T-A - 29/8-2011",400,"Namsos","Kommunestyrevalg","MDG",0,0,0,2011-08-29,37
"?cmd=Maling&gallupid=1371","TNS / TV2 - 29/8-2011",987,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-08-29,10952
"?cmd=Maling&gallupid=1372","Norfakta / AP / VOL - 30/8-2011",NA,"Andøy","Kommunestyrevalg","MDG",0,0,NA,2011-08-30,23
"?cmd=Maling&gallupid=1373","Sentio / DT - 30/8-2011",500,"Drammen","Kommunestyrevalg","MDG",0,0,0,2011-08-30,49
"?cmd=Maling&gallupid=1374","InFact / RB - 30/8-2011",321,"Nannestad","Kommunestyrevalg","MDG",0,0,0,2011-08-30,31
"?cmd=Maling&gallupid=1375","InFact / NTB - 30/8-2011",516,"Ålesund","Kommunestyrevalg","MDG",0,0,0,2011-08-30,49
"?cmd=Maling&gallupid=1376","Norfakta / FF - 30/8-2011",200,"Leksvik","Kommunestyrevalg","MDG",0,0,0,2011-08-30,25
"?cmd=Maling&gallupid=1377","TNS / BA - 30/8-2011",600,"Bergen","Kommunestyrevalg","MDG",0,0,0,2011-08-30,67
"?cmd=Maling&gallupid=1378","Respons / BT / NRK - 30/8-2011",602,"Bergen","Kommunestyrevalg","MDG",0,0,0,2011-08-30,67
"?cmd=Maling&gallupid=1379","Sentio / Hallingd - 30/8-2011",350,"Ål","Kommunestyrevalg","MDG",0,0,0,2011-08-30,25
"?cmd=Maling&gallupid=1380","InFact / NTB - 30/8-2011",451,"Alta","Kommunestyrevalg","MDG",0,0,0,2011-08-30,35
"?cmd=Maling&gallupid=1381","Norfakta / Raumnes - 30/8-2011",500,"Nes (Ak.)","Kommunestyrevalg","MDG",0,0,0,2011-08-30,35
"?cmd=Maling&gallupid=1382","Norfakta / Sandnesp - 30/8-2011",600,"Sandnes","Kommunestyrevalg","MDG",0,0,0,2011-08-30,49
"?cmd=Maling&gallupid=1383","Respons / Aftenp. - 30/8-2011",811,"Oslo","Kommunestyrevalg","MDG",0,0,0,2011-08-30,59
"?cmd=Maling&gallupid=1384","TNS / BA - 30/8-2011",600,"Bergen","Stortingsvalg","MDG",0,0,0,2011-08-30,0
"?cmd=Maling&gallupid=1385","InFact / VG - 31/8-2011",2043,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-08-31,10952
"?cmd=Maling&gallupid=1386","InFact / RB - 31/8-2011",478,"Rælingen","Kommunestyrevalg","MDG",0,0,0,2011-08-31,35
"?cmd=Maling&gallupid=1387","Respons / BT / Sunnh - 31/8-2011",628,"Stord","Kommunestyrevalg","MDG",0,0,0,2011-08-31,35
"?cmd=Maling&gallupid=1389","Norfakta / Kvinnheringen - 31/8-2011",500,"Kvinnherad","Kommunestyrevalg","MDG",0,0,0,2011-08-31,35
"?cmd=Maling&gallupid=1390","Sentio / OA - 31/8-2011",350,"Søndre Land","Kommunestyrevalg","MDG",0,0,0,2011-08-31,25
"?cmd=Maling&gallupid=1391","TNS / BA - 31/8-2011",600,"Bergen","Kommunestyrevalg","MDG",0,0,0,2011-08-31,66
"?cmd=Maling&gallupid=1393","Sentio / JBL - 30/8-2011",NA,"Klepp","Kommunestyrevalg","MDG",0,0,NA,2011-08-30,31
"?cmd=Maling&gallupid=1394","Norfakta / FN - 31/8-2011",172,"Kvænangen","Kommunestyrevalg","MDG",0,0,0,2011-08-31,15
"?cmd=Maling&gallupid=1395","Sentio / Sunnm - 31/8-2011",350,"Stranda","Kommunestyrevalg","MDG",0,0,0,2011-08-31,25
"?cmd=Maling&gallupid=1396","Sentio / HA - 31/8-2011",400,"Ringsaker","Kommunestyrevalg","MDG",0,0,0,2011-08-31,41
"?cmd=Maling&gallupid=1397","Norfakta / HF - 31/8-2011",500,"Odda","Kommunestyrevalg","MDG",0,0,0,2011-08-31,27
"?cmd=Maling&gallupid=1398","Norfakta / Budstikka - 31/8-2011",400,"Songdalen","Kommunestyrevalg","MDG",0,0,0,2011-08-31,25
"?cmd=Maling&gallupid=1399","Norfakta / Budstikka - 31/8-2011",400,"Søgne","Kommunestyrevalg","MDG",0,0,0,2011-08-31,27
"?cmd=Maling&gallupid=1400","Norfakta / VOL / RB - 31/8-2011",200,"Bø (Nordl.)","Kommunestyrevalg","MDG",0,0,0,2011-08-31,19
"?cmd=Maling&gallupid=1401","TNS / TV2 - 31/8-2011",1108,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-08-31,10952
"?cmd=Maling&gallupid=1402","Norfakta / Frp - 9/6-2011",600,"Kvinnherad","Kommunestyrevalg","MDG",0,0,0,2011-06-09,35
"?cmd=Maling&gallupid=1403","Norfakta / Grenda - 12/8-2011",500,"Kvinnherad","Kommunestyrevalg","MDG",0,0,0,2011-08-12,35
"?cmd=Maling&gallupid=1404","Norstat / NRK - 1/9-2011",999,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-09-01,10952
"?cmd=Maling&gallupid=1405","Norfakta / KP - 31/8-2011",400,"Klæbu","Kommunestyrevalg","MDG",0,0,0,2011-08-31,23
"?cmd=Maling&gallupid=1406","Norfakta / FN - 1/9-2011",200,"Storfjord","Kommunestyrevalg","MDG",0,0,0,2011-09-01,17
"?cmd=Maling&gallupid=1407","Sentio / LP - 1/9-2011",350,"Kongsberg","Kommunestyrevalg","MDG",0,0,0,2011-09-01,35
"?cmd=Maling&gallupid=1408","InFact / RB - 1/9-2011",263,"Fet","Kommunestyrevalg","MDG",0,0,0,2011-09-01,27
"?cmd=Maling&gallupid=1409","Norfakta / SA / vol.no - 1/9-2011",300,"Sortland","Kommunestyrevalg","MDG",0,0,0,2011-09-01,27
"?cmd=Maling&gallupid=1410","Sentio / TB - 1/9-2011",400,"Tønsberg","Kommunestyrevalg","MDG",0,0,0,2011-09-01,39
"?cmd=Maling&gallupid=1411","Norfakta / Varden - 1/9-2011",600,"Telemark","Fylkestingsvalg","MDG",0,0,0,2011-09-01,41
"?cmd=Maling&gallupid=1412","Norfakta / FF - 1/9-2011",200,"Osen","Kommunestyrevalg","MDG",0,0,0,2011-09-01,15
"?cmd=Maling&gallupid=1413","Sentio / HA - 1/9-2011",400,"Hamar","Kommunestyrevalg","MDG",0,0,0,2011-09-01,39
"?cmd=Maling&gallupid=1414","InFact / NTB - 1/9-2011",516,"Skien","Kommunestyrevalg","MDG",0,0,0,2011-09-01,55
"?cmd=Maling&gallupid=1415","InFact / NTB - 1/9-2011",526,"Ringerike","Kommunestyrevalg","MDG",0,0,0,2011-09-01,43
"?cmd=Maling&gallupid=1416","Sentio / TB - 31/7-2011",NA,"Tønsberg","Kommunestyrevalg","MDG",0,0,NA,2011-07-31,39
"?cmd=Maling&gallupid=1417","TNS / BA - 1/9-2011",608,"Bergen","Kommunestyrevalg","MDG",0,0,0,2011-09-01,67
"?cmd=Maling&gallupid=1418","Sentio / DT - 1/9-2011",600,"Buskerud","Fylkestingsvalg","MDG",0,0,0,2011-09-01,43
"?cmd=Maling&gallupid=1419","Sentio / Hallingd - 1/9-2011",250,"Nes (Busk.)","Kommunestyrevalg","MDG",0,0,0,2011-09-01,21
"?cmd=Maling&gallupid=1420","Sentio / Hallingd - 1/9-2011",156,"Flå","Kommunestyrevalg","MDG",0,0,0,2011-09-01,13
"?cmd=Maling&gallupid=1421","Norfakta / Saltenp - 30/8-2011",100,"Beiarn","Kommunestyrevalg","MDG",0,0,0,2011-08-30,15
"?cmd=Maling&gallupid=1422","TNS / BA - 1/9-2011",608,"Bergen","Stortingsvalg","MDG",0,0,0,2011-09-01,0
"?cmd=Maling&gallupid=1423","Respons / Aftenp - 2/9-2011",1001,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-09-02,10952
"?cmd=Maling&gallupid=1424","TNS / TA / NRK - 2/9-2011",NA,"Notodden","Kommunestyrevalg","MDG",0,0,NA,2011-09-02,41
"?cmd=Maling&gallupid=1425","TNS / TA / NRK - 2/9-2011",400,"Bamble","Kommunestyrevalg","MDG",0,0,0,2011-09-02,33
"?cmd=Maling&gallupid=1426","Sentio / TB - 2/9-2011",400,"Nøtterøy","Kommunestyrevalg","MDG",0,0,0,2011-09-02,41
"?cmd=Maling&gallupid=1427","TNS / BA - 2/9-2011",600,"Bergen","Kommunestyrevalg","MDG",0,0,0,2011-09-02,67
"?cmd=Maling&gallupid=1428","Sentio / SMP - 2/9-2011",1000,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-09-02,169
"?cmd=Maling&gallupid=1429","Norfakta / Sunnhordland - 2/9-2011",250,"Fitjar","Kommunestyrevalg","MDG",0,0,0,2011-09-02,17
"?cmd=Maling&gallupid=1430","Sentio / JBL - 2/9-2011",NA,"Time","Kommunestyrevalg","MDG",0,0,NA,2011-09-02,27
"?cmd=Maling&gallupid=1431","Sentio / HA - 2/9-2011",400,"Stange","Kommunestyrevalg","MDG",0,0,0,2011-09-02,35
"?cmd=Maling&gallupid=1432","Sentio / NRK - 2/9-2011",500,"Fredrikstad","Kommunestyrevalg","MDG",0,0,0,2011-09-02,53
"?cmd=Maling&gallupid=1433","Sentio / NRK - 2/9-2011",450,"Moss","Kommunestyrevalg","MDG",0,0,0,2011-09-02,39
"?cmd=Maling&gallupid=1434","InFact / RB - 2/9-2011",424,"Aurskog-Høland","Kommunestyrevalg","MDG",0,0,0,2011-09-02,35
"?cmd=Maling&gallupid=1435","Norfakta / ØP - 2/9-2011",250,"Finnøy","Kommunestyrevalg","MDG",0,0,0,2011-09-02,21
"?cmd=Maling&gallupid=1436","TNS / BA - 2/9-2011",600,"Bergen","Stortingsvalg","MDG",0,0,0,2011-09-02,0
"?cmd=Maling&gallupid=1437","Norfakta / VOL / ØA - 2/9-2011",300,"Øksnes","Kommunestyrevalg","MDG",0,0,0,2011-09-02,21
"?cmd=Maling&gallupid=1438","TNS / TV2 - 2/9-2011",1216,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-09-02,10952
