"maling_files_link","Måling","N","omraade","valg","parti","prosent","mandat","stemmer","Dato","total_mandat_fylke"
"?cmd=Maling&gallupid=638","Ipsos / Dagbladet - 22/2-2009",NA,"Hele landet","Stortingsvalg","Sp",4.7,8,NA,2009-02-22,167
"?cmd=Maling&gallupid=639","Norstat / VL - 27/2-2009",NA,"Hele landet","Stortingsvalg","Sp",4.3,7,NA,2009-02-27,169
"?cmd=Maling&gallupid=640","TNS / TV2 - 2/3-2009",NA,"Hele landet","Stortingsvalg","Sp",5.1,8,NA,2009-03-02,169
"?cmd=Maling&gallupid=641","Sentio / BT - 4/3-2009",NA,"Hele landet","Stortingsvalg","Sp",4.3,6,NA,2009-03-04,169
"?cmd=Maling&gallupid=642","Norfakta / Nat. / KK - 9/3-2009",NA,"Hele landet","Stortingsvalg","Sp",4.6,8,NA,2009-03-09,169
"?cmd=Maling&gallupid=643","Norstat / NRK - 12/3-2009",NA,"Hele landet","Stortingsvalg","Sp",5,8,NA,2009-03-12,169
"?cmd=Maling&gallupid=644","Respons / Aftenp - 13/3-2009",NA,"Hele landet","Stortingsvalg","Sp",5.9,10,NA,2009-03-13,170
"?cmd=Maling&gallupid=645","Opinion / ANB - 18/3-2009",NA,"Hele landet","Stortingsvalg","Sp",6.8,11,NA,2009-03-18,167
"?cmd=Maling&gallupid=646","Sentio / DN - 19/3-2009",NA,"Hele landet","Stortingsvalg","Sp",5.7,9,NA,2009-03-19,169
"?cmd=Maling&gallupid=647","InFact / VG - 20/3-2009",NA,"Hele landet","Stortingsvalg","Sp",6.6,10,NA,2009-03-20,169
"?cmd=Maling&gallupid=648","Ipsos / Dagbladet - 21/3-2009",NA,"Hele landet","Stortingsvalg","Sp",5.5,9,NA,2009-03-21,169
"?cmd=Maling&gallupid=649","Norstat / VL - 27/3-2009",NA,"Hele landet","Stortingsvalg","Sp",5,8,NA,2009-03-27,169
"?cmd=Maling&gallupid=650","TNS / TV2 - 2/4-2009",NA,"Hele landet","Stortingsvalg","Sp",5.9,10,NA,2009-04-02,169
"?cmd=Maling&gallupid=651","Sentio / BT - 2/4-2009",NA,"Hele landet","Stortingsvalg","Sp",5.3,8,NA,2009-04-02,167
"?cmd=Maling&gallupid=652","Norstat / NRK - 9/4-2009",NA,"Hele landet","Stortingsvalg","Sp",6.8,11,NA,2009-04-09,169
"?cmd=Maling&gallupid=653","InFact / VG - 17/4-2009",NA,"Hele landet","Stortingsvalg","Sp",5.1,8,NA,2009-04-17,170
"?cmd=Maling&gallupid=654","Sentio / DN - 17/4-2009",NA,"Hele landet","Stortingsvalg","Sp",5.3,9,NA,2009-04-17,169
"?cmd=Maling&gallupid=655","Norfakta / Nat. / KK - 18/4-2009",NA,"Hele landet","Stortingsvalg","Sp",4.7,7,NA,2009-04-18,169
"?cmd=Maling&gallupid=656","Opinion / ANB - 23/4-2009",NA,"Hele landet","Stortingsvalg","Sp",5.8,9,NA,2009-04-23,169
"?cmd=Maling&gallupid=657","Norstat / VL - 24/4-2009",NA,"Hele landet","Stortingsvalg","Sp",6.5,11,NA,2009-04-24,169
"?cmd=Maling&gallupid=658","Respons / Aftenp - 24/4-2009",NA,"Hele landet","Stortingsvalg","Sp",5.6,9,NA,2009-04-24,168
"?cmd=Maling&gallupid=659","Ipsos / Dagbladet - 25/4-2009",NA,"Hele landet","Stortingsvalg","Sp",6,10,NA,2009-04-25,169
"?cmd=Maling&gallupid=660","Sentio / BT - 30/4-2009",NA,"Hele landet","Stortingsvalg","Sp",6.3,10,NA,2009-04-30,169
"?cmd=Maling&gallupid=661","TNS / TV2 - 4/5-2009",NA,"Hele landet","Stortingsvalg","Sp",4.2,7,NA,2009-05-04,167
"?cmd=Maling&gallupid=662","Norfakta / Nat. / KK - 9/5-2009",NA,"Hele landet","Stortingsvalg","Sp",6.1,10,NA,2009-05-09,169
"?cmd=Maling&gallupid=663","Norstat / NRK - 7/5-2009",NA,"Hele landet","Stortingsvalg","Sp",5.8,9,NA,2009-05-07,181
"?cmd=Maling&gallupid=664","Opinion / ANB - 14/5-2009",NA,"Hele landet","Stortingsvalg","Sp",4.3,7,NA,2009-05-14,169
"?cmd=Maling&gallupid=665","InFact / VG - 15/5-2009",NA,"Hele landet","Stortingsvalg","Sp",6,11,NA,2009-05-15,169
"?cmd=Maling&gallupid=666","Sentio / DN - 15/5-2009",NA,"Hele landet","Stortingsvalg","Sp",4,6,NA,2009-05-15,169
"?cmd=Maling&gallupid=667","Respons / Aftenp - 15/5-2009",NA,"Hele landet","Stortingsvalg","Sp",4.7,8,NA,2009-05-15,169
"?cmd=Maling&gallupid=668","Norstat / VL - 15/5-2009",NA,"Hele landet","Stortingsvalg","Sp",4.7,7,NA,2009-05-15,169
"?cmd=Maling&gallupid=669","Ipsos / Dagbladet - 30/5-2009",NA,"Hele landet","Stortingsvalg","Sp",5.3,9,NA,2009-05-30,167
"?cmd=Maling&gallupid=670","TNS / TV2 - 4/6-2009",NA,"Hele landet","Stortingsvalg","Sp",5.8,10,NA,2009-06-04,169
"?cmd=Maling&gallupid=671","Norfakta / Nat. / KK - 8/6-2009",NA,"Hele landet","Stortingsvalg","Sp",4.9,10,NA,2009-06-08,171
"?cmd=Maling&gallupid=672","Opinion / ANB - 10/6-2009",NA,"Hele landet","Stortingsvalg","Sp",5.7,9,NA,2009-06-10,167
"?cmd=Maling&gallupid=673","Norstat / NRK - 10/6-2009",NA,"Hele landet","Stortingsvalg","Sp",5.2,9,NA,2009-06-10,169
"?cmd=Maling&gallupid=674","Respons / Aftenp - 12/6-2009",NA,"Hele landet","Stortingsvalg","Sp",4.3,7,NA,2009-06-12,167
"?cmd=Maling&gallupid=675","Sentio / DN - 18/6-2009",NA,"Hele landet","Stortingsvalg","Sp",6,10,NA,2009-06-18,169
"?cmd=Maling&gallupid=676","Norstat / VL - 26/6-2009",NA,"Hele landet","Stortingsvalg","Sp",6.3,10,NA,2009-06-26,169
"?cmd=Maling&gallupid=677","Ipsos / Dagbladet - 28/6-2009",NA,"Hele landet","Stortingsvalg","Sp",6.8,11,NA,2009-06-28,169
"?cmd=Maling&gallupid=678","InFact / VG - 28/6-2009",NA,"Hele landet","Stortingsvalg","Sp",6.2,10,NA,2009-06-28,169
"?cmd=Maling&gallupid=679","TNS / TV2 - 2/7-2009",NA,"Hele landet","Stortingsvalg","Sp",4.1,6,NA,2009-07-02,167
"?cmd=Maling&gallupid=680","Sentio / BT - 3/7-2009",NA,"Hele landet","Stortingsvalg","Sp",6.5,10,NA,2009-07-03,169
"?cmd=Maling&gallupid=681","Sentio / BT - 30/5-2009",NA,"Hele landet","Stortingsvalg","Sp",4.7,8,NA,2009-05-30,168
"?cmd=Maling&gallupid=682","Norstat / VL - 6/7-2009",NA,"Hele landet","Stortingsvalg","Sp",5.3,8,NA,2009-07-06,167
"?cmd=Maling&gallupid=683","Norstat / NRK - 8/7-2009",NA,"Hele landet","Stortingsvalg","Sp",4.9,8,NA,2009-07-08,169
"?cmd=Maling&gallupid=684","Opinion / ANB - 9/7-2009",NA,"Hele landet","Stortingsvalg","Sp",5.2,9,NA,2009-07-09,167
"?cmd=Maling&gallupid=685","Sentio / DN - 17/7-2009",NA,"Hele landet","Stortingsvalg","Sp",5.1,9,NA,2009-07-17,167
"?cmd=Maling&gallupid=686","Norstat / VL - 24/7-2009",NA,"Hele landet","Stortingsvalg","Sp",4.7,7,NA,2009-07-24,169
"?cmd=Maling&gallupid=687","Sentio / BT - 31/7-2009",NA,"Hele landet","Stortingsvalg","Sp",5.9,10,NA,2009-07-31,169
"?cmd=Maling&gallupid=688","Norstat / NRK - 5/8-2009",NA,"Hele landet","Stortingsvalg","Sp",6,10,NA,2009-08-05,169
"?cmd=Maling&gallupid=689","InFact / VG - 6/8-2009",NA,"Hele landet","Stortingsvalg","Sp",6.5,11,NA,2009-08-06,169
"?cmd=Maling&gallupid=690","Norfakta / Nat. / KK - 10/8-2009",NA,"Hele landet","Stortingsvalg","Sp",5.2,9,NA,2009-08-10,169
"?cmd=Maling&gallupid=691","TNS / TV2 - 10/8-2009",NA,"Hele landet","Stortingsvalg","Sp",7,12,NA,2009-08-10,167
"?cmd=Maling&gallupid=692","InFact / VG - 12/8-2009",NA,"Hele landet","Stortingsvalg","Sp",7.1,12,NA,2009-08-12,167
"?cmd=Maling&gallupid=693","Opinion / ANB - 13/8-2009",NA,"Hele landet","Stortingsvalg","Sp",5.7,9,NA,2009-08-13,168
"?cmd=Maling&gallupid=694","Respons / Aftenp - 13/8-2009",NA,"Hele landet","Stortingsvalg","Sp",5.2,8,NA,2009-08-13,169
"?cmd=Maling&gallupid=695","Sentio / DN - 14/8-2009",NA,"Hele landet","Stortingsvalg","Sp",5,8,NA,2009-08-14,169
"?cmd=Maling&gallupid=696","Norstat / NRK - 18/8-2009",NA,"Hele landet","Stortingsvalg","Sp",5.3,9,NA,2009-08-18,169
"?cmd=Maling&gallupid=697","InFact / VG - 19/8-2009",NA,"Hele landet","Stortingsvalg","Sp",6.9,12,NA,2009-08-19,169
"?cmd=Maling&gallupid=698","Opinion / ANB - 20/8-2009",NA,"Hele landet","Stortingsvalg","Sp",4.8,7,NA,2009-08-20,169
"?cmd=Maling&gallupid=699","Norstat / VL - 20/8-2009",NA,"Hele landet","Stortingsvalg","Sp",6.4,10,NA,2009-08-20,168
"?cmd=Maling&gallupid=700","TNS / TV2 - 19/8-2009",NA,"Hele landet","Stortingsvalg","Sp",5,8,NA,2009-08-19,167
"?cmd=Maling&gallupid=701","Respons / Aftenp - 21/8-2009",NA,"Hele landet","Stortingsvalg","Sp",6.6,10,NA,2009-08-21,167
"?cmd=Maling&gallupid=702","InFact / VG - 26/8-2009",NA,"Hele landet","Stortingsvalg","Sp",6.4,11,NA,2009-08-26,167
"?cmd=Maling&gallupid=703","TNS / TV2 - 26/8-2009",NA,"Hele landet","Stortingsvalg","Sp",5.9,9,NA,2009-08-26,168
"?cmd=Maling&gallupid=704","Respons / Aftenp - 28/8-2009",NA,"Hele landet","Stortingsvalg","Sp",5.2,8,NA,2009-08-28,167
"?cmd=Maling&gallupid=705","Sentio / BT - 28/8-2009",NA,"Hele landet","Stortingsvalg","Sp",5.8,9,NA,2009-08-28,169
"?cmd=Maling&gallupid=706","Ipsos / Dagbladet - 29/8-2009",NA,"Hele landet","Stortingsvalg","Sp",5.7,10,NA,2009-08-29,167
"?cmd=Maling&gallupid=707","TNS / TV2 - 31/8-2009",NA,"Hele landet","Stortingsvalg","Sp",6,10,NA,2009-08-31,167
"?cmd=Maling&gallupid=708","InFact / VG - 1/9-2009",NA,"Hele landet","Stortingsvalg","Sp",7.1,12,NA,2009-09-01,169
"?cmd=Maling&gallupid=709","Norstat / NRK - 2/9-2009",NA,"Hele landet","Stortingsvalg","Sp",6,9,NA,2009-09-02,169
"?cmd=Maling&gallupid=710","TNS / TV2 - 2/9-2009",NA,"Hele landet","Stortingsvalg","Sp",6.1,9,NA,2009-09-02,167
"?cmd=Maling&gallupid=711","Opinion / ANB - 3/9-2009",NA,"Hele landet","Stortingsvalg","Sp",5.4,9,NA,2009-09-03,167
"?cmd=Maling&gallupid=712","InFact / VG - 3/9-2009",NA,"Hele landet","Stortingsvalg","Sp",6.6,11,NA,2009-09-03,167
"?cmd=Maling&gallupid=713","Respons / Aftenp - 4/9-2009",NA,"Hele landet","Stortingsvalg","Sp",7.9,12,NA,2009-09-04,169
"?cmd=Maling&gallupid=714","TNS / TV2 - 4/9-2009",NA,"Hele landet","Stortingsvalg","Sp",5.6,12,NA,2009-09-04,167
"?cmd=Maling&gallupid=715","Ipsos / Dagbladet - 5/9-2009",NA,"Hele landet","Stortingsvalg","Sp",7.5,12,NA,2009-09-05,167
"?cmd=Maling&gallupid=716","InFact / VG - 7/9-2009",NA,"Hele landet","Stortingsvalg","Sp",6.4,11,NA,2009-09-07,167
"?cmd=Maling&gallupid=717","Norfakta / Nat. / KK - 7/9-2009",NA,"Hele landet","Stortingsvalg","Sp",5,8,NA,2009-09-07,169
"?cmd=Maling&gallupid=718","TNS / TV2 - 7/9-2009",NA,"Hele landet","Stortingsvalg","Sp",5.5,9,NA,2009-09-07,169
"?cmd=Maling&gallupid=719","TNS / TV2 - 8/9-2009",NA,"Hele landet","Stortingsvalg","Sp",5,8,NA,2009-09-08,168
"?cmd=Maling&gallupid=720","Opinion / ANB - 9/9-2009",NA,"Hele landet","Stortingsvalg","Sp",5.3,9,NA,2009-09-09,167
"?cmd=Maling&gallupid=721","InFact / VG - 9/9-2009",NA,"Hele landet","Stortingsvalg","Sp",6.3,11,NA,2009-09-09,167
"?cmd=Maling&gallupid=722","Norstat / NRK - 9/9-2009",NA,"Hele landet","Stortingsvalg","Sp",6.2,10,NA,2009-09-09,167
"?cmd=Maling&gallupid=723","TNS / TV2 - 9/9-2009",NA,"Hele landet","Stortingsvalg","Sp",4.9,8,NA,2009-09-09,168
"?cmd=Maling&gallupid=724","TNS / TV2 - 10/9-2009",NA,"Hele landet","Stortingsvalg","Sp",5.4,9,NA,2009-09-10,168
"?cmd=Maling&gallupid=725","Respons / Aftenp - 10/9-2009",NA,"Hele landet","Stortingsvalg","Sp",6.3,10,NA,2009-09-10,169
"?cmd=Maling&gallupid=726","InFact / VG - 11/9-2009",NA,"Hele landet","Stortingsvalg","Sp",5.6,9,NA,2009-09-11,169
"?cmd=Maling&gallupid=727","Opinion / ANB - 11/9-2009",NA,"Hele landet","Stortingsvalg","Sp",5.9,10,NA,2009-09-11,167
"?cmd=Maling&gallupid=728","TNS / TV2 - 11/9-2009",NA,"Hele landet","Stortingsvalg","Sp",5.5,9,NA,2009-09-11,168
"?cmd=Maling&gallupid=729","Ipsos / Dagbladet - 12/9-2009",NA,"Hele landet","Stortingsvalg","Sp",5.9,10,NA,2009-09-12,167
"?cmd=Maling&gallupid=730","TNS / TV2 - 12/9-2009",NA,"Hele landet","Stortingsvalg","Sp",5.4,9,NA,2009-09-12,169
"?cmd=Maling&gallupid=731","Respons / Aftenp - 13/9-2009",NA,"Hele landet","Stortingsvalg","Sp",6.6,11,NA,2009-09-13,169
"?cmd=Maling&gallupid=732","InFact / VG - 13/9-2009",NA,"Hele landet","Stortingsvalg","Sp",6.9,12,NA,2009-09-13,169
"?cmd=Maling&gallupid=733","Sentio / DN - 14/9-2009",NA,"Hele landet","Stortingsvalg","Sp",6.5,10,NA,2009-09-14,167
"?cmd=Maling&gallupid=734","Opinion / ANB - 22/10-2009",NA,"Hele landet","Stortingsvalg","Sp",5.2,9,NA,2009-10-22,168
"?cmd=Maling&gallupid=735","Norstat / VL - 22/10-2009",NA,"Hele landet","Stortingsvalg","Sp",5.8,10,NA,2009-10-22,168
"?cmd=Maling&gallupid=736","Respons / Aftenp - 23/10-2009",NA,"Hele landet","Stortingsvalg","Sp",5.5,9,NA,2009-10-23,168
"?cmd=Maling&gallupid=737","Ipsos / Dagbladet - 31/10-2009",NA,"Hele landet","Stortingsvalg","Sp",5.1,9,NA,2009-10-31,169
"?cmd=Maling&gallupid=738","TNS / TV2 - 2/11-2009",NA,"Hele landet","Stortingsvalg","Sp",5.6,10,NA,2009-11-02,168
"?cmd=Maling&gallupid=739","TNS / TV2 - 5/10-2009",NA,"Hele landet","Stortingsvalg","Sp",5.5,10,NA,2009-10-05,168
"?cmd=Maling&gallupid=740","Norstat / NRK - 5/11-2009",NA,"Hele landet","Stortingsvalg","Sp",6.3,11,NA,2009-11-05,169
"?cmd=Maling&gallupid=741","Norfakta / Nat. / KK - 9/11-2009",NA,"Hele landet","Stortingsvalg","Sp",5.8,10,NA,2009-11-09,169
"?cmd=Maling&gallupid=742","Sentio / DN - 12/11-2009",NA,"Hele landet","Stortingsvalg","Sp",5.5,9,NA,2009-11-12,169
"?cmd=Maling&gallupid=743","Respons / Aftenp - 13/11-2009",NA,"Hele landet","Stortingsvalg","Sp",6.2,11,NA,2009-11-13,169
"?cmd=Maling&gallupid=744","Opinion / ANB - 18/11-2009",NA,"Hele landet","Stortingsvalg","Sp",5.2,9,NA,2009-11-18,165
"?cmd=Maling&gallupid=745","Norstat / VL - 20/11-2009",NA,"Hele landet","Stortingsvalg","Sp",6,10,NA,2009-11-20,169
"?cmd=Maling&gallupid=746","InFact / VG - 26/11-2009",NA,"Hele landet","Stortingsvalg","Sp",7.5,13,NA,2009-11-26,169
"?cmd=Maling&gallupid=747","Ipsos / Dagbladet - 28/11-2009",NA,"Hele landet","Stortingsvalg","Sp",5.5,10,NA,2009-11-28,169
"?cmd=Maling&gallupid=748","Sentio / BT - 28/11-2009",NA,"Hele landet","Stortingsvalg","Sp",4.7,8,NA,2009-11-28,169
"?cmd=Maling&gallupid=749","TNS / TV2 - 1/12-2009",NA,"Hele landet","Stortingsvalg","Sp",5.7,10,NA,2009-12-01,169
"?cmd=Maling&gallupid=750","Norfakta / Nat. / KK - 7/12-2009",NA,"Hele landet","Stortingsvalg","Sp",5.1,9,NA,2009-12-07,169
"?cmd=Maling&gallupid=751","Opinion / ANB - 9/12-2009",NA,"Hele landet","Stortingsvalg","Sp",5.1,9,NA,2009-12-09,169
"?cmd=Maling&gallupid=752","Respons / Aftenp - 12/12-2009",NA,"Hele landet","Stortingsvalg","Sp",5.4,9,NA,2009-12-12,169
"?cmd=Maling&gallupid=753","Sentio / DN - 17/12-2009",NA,"Hele landet","Stortingsvalg","Sp",6.1,11,NA,2009-12-17,169
"?cmd=Maling&gallupid=754","Ipsos / Dagbladet - 20/12-2009",NA,"Hele landet","Stortingsvalg","Sp",5.1,8,NA,2009-12-20,169
"?cmd=Maling&gallupid=755","Sentio / BT - 7/1-2010",NA,"Hele landet","Stortingsvalg","Sp",4.9,9,NA,2010-01-07,169
"?cmd=Maling&gallupid=756","Norfakta / Nat. / KK - 11/1-2010",NA,"Hele landet","Stortingsvalg","Sp",5.1,9,NA,2010-01-11,169
"?cmd=Maling&gallupid=757","TNS / TV2 - 11/1-2010",NA,"Hele landet","Stortingsvalg","Sp",5.4,10,NA,2010-01-11,169
"?cmd=Maling&gallupid=758","Norstat / NRK - 14/1-2010",NA,"Hele landet","Stortingsvalg","Sp",5.2,9,NA,2010-01-14,169
"?cmd=Maling&gallupid=759","Respons / Aftenp - 16/1-2010",NA,"Hele landet","Stortingsvalg","Sp",5.3,9,NA,2010-01-16,169
"?cmd=Maling&gallupid=760","InFact / VG - 21/1-2010",NA,"Hele landet","Stortingsvalg","Sp",5.5,10,NA,2010-01-21,169
"?cmd=Maling&gallupid=761","Opinion / ANB - 21/1-2010",NA,"Hele landet","Stortingsvalg","Sp",6,10,NA,2010-01-21,169
"?cmd=Maling&gallupid=762","TNS / TV2 - 19/1-2010",NA,"Hele landet","Kommunestyrevalg","Sp",6.4,1379,NA,2010-01-19,10946
"?cmd=Maling&gallupid=763","Norstat / VL - 29/1-2010",NA,"Hele landet","Stortingsvalg","Sp",6.7,12,NA,2010-01-29,169
"?cmd=Maling&gallupid=764","Ipsos / Dagbladet - 31/1-2010",NA,"Hele landet","Stortingsvalg","Sp",5.2,9,NA,2010-01-31,169
"?cmd=Maling&gallupid=765","TNS / TV2 - 1/2-2010",NA,"Hele landet","Stortingsvalg","Sp",5.2,9,NA,2010-02-01,169
"?cmd=Maling&gallupid=766","Norfakta / Nat. / KK - 6/2-2010",NA,"Hele landet","Stortingsvalg","Sp",4.8,8,NA,2010-02-06,169
"?cmd=Maling&gallupid=767","Sentio / Mandag Morgen - 10/2-2010",NA,"Hele landet","Stortingsvalg","Sp",5.1,8,NA,2010-02-10,169
"?cmd=Maling&gallupid=768","Norstat / NRK - 10/2-2010",NA,"Hele landet","Stortingsvalg","Sp",5.8,10,NA,2010-02-10,169
"?cmd=Maling&gallupid=769","InFact / VG - 11/2-2010",NA,"Hele landet","Stortingsvalg","Sp",4.2,7,NA,2010-02-11,169
"?cmd=Maling&gallupid=770","Respons / Aftenp - 12/2-2010",NA,"Hele landet","Stortingsvalg","Sp",5,9,NA,2010-02-12,169
"?cmd=Maling&gallupid=771","Opinion / ANB - 18/2-2010",NA,"Hele landet","Stortingsvalg","Sp",5,9,NA,2010-02-18,169
"?cmd=Maling&gallupid=772","Sentio / DN - 19/2-2010",NA,"Hele landet","Stortingsvalg","Sp",5.3,9,NA,2010-02-19,169
"?cmd=Maling&gallupid=773","Norstat / VL - 26/2-2010",NA,"Hele landet","Stortingsvalg","Sp",5.4,10,NA,2010-02-26,169
"?cmd=Maling&gallupid=774","Ipsos / Dagbladet - 1/3-2010",NA,"Hele landet","Stortingsvalg","Sp",5.2,9,NA,2010-03-01,169
"?cmd=Maling&gallupid=775","TNS / TV2 - 1/3-2010",NA,"Hele landet","Stortingsvalg","Sp",4.9,8,NA,2010-03-01,168
"?cmd=Maling&gallupid=776","Norfakta / Nat. / KK - 8/3-2010",NA,"Hele landet","Stortingsvalg","Sp",5.6,9,NA,2010-03-08,169
"?cmd=Maling&gallupid=777","Respons / Aftenp - 12/3-2010",NA,"Hele landet","Stortingsvalg","Sp",5,9,NA,2010-03-12,169
"?cmd=Maling&gallupid=778","InFact / VG - 14/3-2010",2036,"Hele landet","Stortingsvalg","Sp",5.3,9,108,2010-03-14,169
"?cmd=Maling&gallupid=779","Opinion / ANB - 18/3-2010",NA,"Hele landet","Stortingsvalg","Sp",5.6,9,NA,2010-03-18,169
"?cmd=Maling&gallupid=780","Norstat / NRK - 18/3-2010",NA,"Hele landet","Stortingsvalg","Sp",5,9,NA,2010-03-18,169
"?cmd=Maling&gallupid=781","Sentio / DN - 13/3-2010",NA,"Hele landet","Stortingsvalg","Sp",4.8,8,NA,2010-03-13,169
"?cmd=Maling&gallupid=782","Respons / Aftenp. - 17/12-2009",801,"Oslo","Kommunestyrevalg","Sp",1,0,8,2009-12-17,59
"?cmd=Maling&gallupid=783","TNS / BA - 20/2-2010",600,"Bergen","Kommunestyrevalg","Sp",1.8,1,11,2010-02-20,67
"?cmd=Maling&gallupid=784","Respons / BT - 29/3-2010",600,"Bergen","Kommunestyrevalg","Sp",3,2,18,2010-03-29,67
"?cmd=Maling&gallupid=785","Ipsos / Dagbladet - 5/4-2010",NA,"Hele landet","Stortingsvalg","Sp",5.1,9,NA,2010-04-05,169
"?cmd=Maling&gallupid=786","Norfakta / Nat. / KK - 12/4-2010",NA,"Hele landet","Stortingsvalg","Sp",5.3,9,NA,2010-04-12,169
"?cmd=Maling&gallupid=787","TNS / TV2 - 12/4-2010",NA,"Hele landet","Stortingsvalg","Sp",5.8,10,NA,2010-04-12,169
"?cmd=Maling&gallupid=788","Opinion / ANB - 15/4-2010",NA,"Hele landet","Stortingsvalg","Sp",4,7,NA,2010-04-15,169
"?cmd=Maling&gallupid=789","Respons / SA/HA - 29/3-2010",800,"Rogaland","Stortingsvalg","Sp",5.3,1,42,2010-03-29,12
"?cmd=Maling&gallupid=790","Respons / Aftenp. / BT - 16/4-2010",NA,"Hele landet","Stortingsvalg","Sp",4.7,8,NA,2010-04-16,169
"?cmd=Maling&gallupid=791","MI / GD - 12/2-2010",600,"Oppland","Stortingsvalg","Sp",11.9,1,71,2010-02-12,6
"?cmd=Maling&gallupid=792","Respons / SA/HA - 14/12-2009",600,"Rogaland","Stortingsvalg","Sp",4.2,0,25,2009-12-14,12
"?cmd=Maling&gallupid=793","Norstat / NRK - 16/4-2010",NA,"Hele landet","Stortingsvalg","Sp",6.6,12,NA,2010-04-16,169
"?cmd=Maling&gallupid=795","InFact / VG - 21/4-2010",2064,"Hele landet","Stortingsvalg","Sp",6.1,11,126,2010-04-21,169
"?cmd=Maling&gallupid=796","TNS / BA - 21/11-2009",600,"Bergen","Kommunestyrevalg","Sp",2.6,2,16,2009-11-21,67
"?cmd=Maling&gallupid=797","Sentio / DN - 23/4-2010",1000,"Hele landet","Stortingsvalg","Sp",4.1,7,41,2010-04-23,169
"?cmd=Maling&gallupid=798","TNS / BA - 28/4-2010",600,"Bergen","Kommunestyrevalg","Sp",1.6,1,10,2010-04-28,67
"?cmd=Maling&gallupid=799","Norstat / VL - 29/4-2010",1000,"Hele landet","Stortingsvalg","Sp",5.5,10,55,2010-04-29,169
"?cmd=Maling&gallupid=800","Norstat / VL - 30/3-2010",1000,"Hele landet","Stortingsvalg","Sp",5.5,10,55,2010-03-30,169
"?cmd=Maling&gallupid=801","Ipsos / Dagbladet - 2/5-2010",899,"Hele landet","Stortingsvalg","Sp",5.6,10,50,2010-05-02,169
"?cmd=Maling&gallupid=802","TNS / BA - 30/4-2010",600,"Bergen","Stortingsvalg","Sp",2,0,12,2010-04-30,0
"?cmd=Maling&gallupid=803","TNS / TV2 - 3/5-2010",964,"Hele landet","Stortingsvalg","Sp",5.2,9,50,2010-05-03,169
"?cmd=Maling&gallupid=804","Norstat / NRK - 7/5-2010",NA,"Hele landet","Stortingsvalg","Sp",5.9,10,NA,2010-05-07,169
"?cmd=Maling&gallupid=805","Norfakta / Nat. / KK - 10/5-2010",1000,"Hele landet","Stortingsvalg","Sp",6.4,11,64,2010-05-10,169
"?cmd=Maling&gallupid=806","Respons / Aftenp - 15/5-2010",1001,"Hele landet","Stortingsvalg","Sp",5.6,10,56,2010-05-15,169
"?cmd=Maling&gallupid=807","Sentio / DN - 15/5-2010",1000,"Hele landet","Stortingsvalg","Sp",5.9,10,59,2010-05-15,169
"?cmd=Maling&gallupid=808","Opinion / ANB - 20/5-2010",1000,"Hele landet","Stortingsvalg","Sp",5.4,9,54,2010-05-20,169
"?cmd=Maling&gallupid=809","Norstat / VL - 22/5-2010",1000,"Hele landet","Stortingsvalg","Sp",4.5,8,45,2010-05-22,169
"?cmd=Maling&gallupid=810","InFact / VG - 26/5-2010",2029,"Hele landet","Stortingsvalg","Sp",4.5,8,91,2010-05-26,169
"?cmd=Maling&gallupid=811","Sentio / SMP - 28/5-2010",1000,"Hele landet","Stortingsvalg","Sp",4.5,7,45,2010-05-28,169
"?cmd=Maling&gallupid=812","Sentio / SMP - 27/3-2010",1000,"Hele landet","Stortingsvalg","Sp",5.2,9,52,2010-03-27,169
"?cmd=Maling&gallupid=813","Ipsos / Dagbladet - 30/5-2010",NA,"Hele landet","Stortingsvalg","Sp",5.7,10,NA,2010-05-30,169
"?cmd=Maling&gallupid=814","TNS / TV2 - 2/6-2010",967,"Hele landet","Stortingsvalg","Sp",4.9,8,47,2010-06-02,169
"?cmd=Maling&gallupid=815","Respons / Fevennen - 3/6-2010",801,"Vest-Agder","Fylkestingsvalg","Sp",3.6,1,29,2010-06-03,35
"?cmd=Maling&gallupid=816","Respons / Fevennen - 3/6-2010",800,"Aust-Agder","Fylkestingsvalg","Sp",4.2,1,34,2010-06-03,35
"?cmd=Maling&gallupid=817","Respons / Fevennen - 4/6-2010",800,"Kristiansand","Kommunestyrevalg","Sp",1.3,1,10,2010-06-04,53
"?cmd=Maling&gallupid=818","Norfakta / HA - 6/12-2007",600,"Haugesund","Kommunestyrevalg","Sp",2.5,1,15,2007-12-06,49
"?cmd=Maling&gallupid=819","Respons / HA - 15/3-2008",600,"Haugesund","Kommunestyrevalg","Sp",0.4,0,2,2008-03-15,49
"?cmd=Maling&gallupid=820","Norfakta / Nat. / KK - 5/6-2010",1000,"Hele landet","Stortingsvalg","Sp",4.6,8,46,2010-06-05,169
"?cmd=Maling&gallupid=821","InFact / VG - 8/6-2010",3055,"Hele landet","Stortingsvalg","Sp",5.3,9,162,2010-06-08,169
"?cmd=Maling&gallupid=822","Respons / Aftenp. / BT - 11/6-2010",1001,"Hele landet","Stortingsvalg","Sp",7,12,70,2010-06-11,169
"?cmd=Maling&gallupid=823","Sentio / DN - 12/6-2010",1000,"Hele landet","Stortingsvalg","Sp",4.8,9,48,2010-06-12,169
